Time,UserID,User full name,Affected user,Event context,Component,Event name,Description
"29/09/20, 22:44",64,anonfirstname62 anonlastname62,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '64' viewed the 'resource' activity with course module id '104'.
"29/09/20, 22:43",64,anonfirstname62 anonlastname62,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '64' viewed the course with id '6'.
"29/09/20, 22:43",64,anonfirstname62 anonlastname62,-,Forum: Announcements,Forum,Discussion viewed,The user with id '64' has viewed the discussion with id '24' in the forum with course module id '97'.
"29/09/20, 22:42",64,anonfirstname62 anonlastname62,-,Forum: Announcements,Forum,Course module viewed,The user with id '64' viewed the 'forum' activity with course module id '97'.
"29/09/20, 22:42",64,anonfirstname62 anonlastname62,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '64' viewed the course with id '6'.
"29/09/20, 22:39",65,anonfirstname63 anonlastname63,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '65' viewed the 'resource' activity with course module id '104'.
"29/09/20, 22:38",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"29/09/20, 22:29",53,anonfirstname51 anonlastname51,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '53' viewed the 'resource' activity with course module id '104'.
"29/09/20, 22:15",68,anonfirstname66 anonlastname66,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '105'.
"29/09/20, 22:07",68,anonfirstname66 anonlastname66,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '104'.
"29/09/20, 22:01",68,anonfirstname66 anonlastname66,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '103'.
"29/09/20, 22:01",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"29/09/20, 21:59",75,anonfirstname73 anonlastname73,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '75' viewed the 'url' activity with course module id '105'.
"29/09/20, 21:40",53,anonfirstname51 anonlastname51,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '53' viewed the 'url' activity with course module id '103'.
"29/09/20, 21:31",53,anonfirstname51 anonlastname51,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '53' viewed the course with id '6'.
"29/09/20, 21:31",53,anonfirstname51 anonlastname51,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '53' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 21:30",53,anonfirstname51 anonlastname51,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '53' viewed the course with id '6'.
"29/09/20, 21:00",75,anonfirstname73 anonlastname73,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '75' viewed the 'resource' activity with course module id '104'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '55' viewed the 'url' activity with course module id '105'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '55' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '55' viewed the 'feedback' activity with course module id '107'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"29/09/20, 20:44",55,anonfirstname53 anonlastname53,anonfirstname53 anonlastname53,Feedback: Consent Form for Data Use,Feedback,Response submitted,The user with id '55' submitted response for 'feedback' activity with course module id '107'.
"29/09/20, 20:41",55,anonfirstname53 anonlastname53,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '55' viewed the 'feedback' activity with course module id '107'.
"29/09/20, 20:40",55,anonfirstname53 anonlastname53,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '55' viewed the course with id '6'.
"29/09/20, 20:28",49,anonfirstname47 anonlastname47,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '49' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 20:28",49,anonfirstname47 anonlastname47,anonfirstname47 anonlastname47,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt submitted,The user with id '49' has submitted the attempt with id '38' for the quiz with course module id '106'.
"29/09/20, 20:28",49,anonfirstname47 anonlastname47,anonfirstname47 anonlastname47,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '49' has had their attempt with id '38' reviewed by the user with id '49' for the quiz with course module id '106'.
"29/09/20, 20:28",49,anonfirstname47 anonlastname47,anonfirstname47 anonlastname47,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt summary viewed,The user with id '49' has viewed the summary for the attempt with id '38' belonging to the user with id '49' for the quiz with course module id '106'.
"29/09/20, 20:21",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"29/09/20, 20:20",75,anonfirstname73 anonlastname73,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '75' viewed the 'url' activity with course module id '103'.
"29/09/20, 20:19",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"29/09/20, 20:14",75,anonfirstname73 anonlastname73,-,URL: Syllabus info SVHI.06.016 (20/21 A block mode),URL,Course module viewed,The user with id '75' viewed the 'url' activity with course module id '100'.
"29/09/20, 20:13",75,anonfirstname73 anonlastname73,-,URL: Syllabus info SVHI.06.016 (20/21 A block mode),URL,Course module viewed,The user with id '75' viewed the 'url' activity with course module id '100'.
"29/09/20, 20:12",49,anonfirstname47 anonlastname47,anonfirstname47 anonlastname47,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt started,The user with id '49' has started the attempt with id '38' for the quiz with course module id '106'.
"29/09/20, 20:12",49,anonfirstname47 anonlastname47,anonfirstname47 anonlastname47,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt viewed,The user with id '49' has viewed the attempt with id '38' belonging to the user with id '49' for the quiz with course module id '106'.
"29/09/20, 20:12",49,anonfirstname47 anonlastname47,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '49' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 20:12",50,anonfirstname48 anonlastname48,anonfirstname48 anonlastname48,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '50' has had their attempt with id '39' reviewed by the user with id '50' for the quiz with course module id '106'.
"29/09/20, 20:12",49,anonfirstname47 anonlastname47,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '49' viewed the course with id '6'.
"29/09/20, 20:11",50,anonfirstname48 anonlastname48,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '50' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 20:11",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"29/09/20, 20:11",75,anonfirstname73 anonlastname73,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '75' viewed the course with id '6'.
"29/09/20, 20:00",68,anonfirstname66 anonlastname66,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '103'.
"29/09/20, 19:53",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"29/09/20, 17:37",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"29/09/20, 16:30",33,anonfirstname31 anonlastname31,-,Course: Introduction to Learning Analytics 2020/2021,Assignment,Course module instance list viewed,The user with id '33' viewed the instance list for the module 'assign' in the course with id '6'.
"29/09/20, 15:54",33,anonfirstname31 anonlastname31,-,URL: Syllabus info SVHI.06.016 (20/21 A block mode),URL,Course module viewed,The user with id '33' viewed the 'url' activity with course module id '100'.
"29/09/20, 15:54",33,anonfirstname31 anonlastname31,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '33' viewed the course with id '6'.
"29/09/20, 14:27",73,anonfirstname71 anonlastname71,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '73' viewed the course with id '6'.
"29/09/20, 14:27",73,anonfirstname71 anonlastname71,-,Forum: Announcements,Forum,Discussion viewed,The user with id '73' has viewed the discussion with id '25' in the forum with course module id '97'.
"29/09/20, 14:27",73,anonfirstname71 anonlastname71,-,Forum: Announcements,Forum,Discussion viewed,The user with id '73' has viewed the discussion with id '24' in the forum with course module id '97'.
"29/09/20, 14:27",73,anonfirstname71 anonlastname71,-,Forum: Announcements,Forum,Course module viewed,The user with id '73' viewed the 'forum' activity with course module id '97'.
"29/09/20, 14:27",73,anonfirstname71 anonlastname71,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '73' viewed the course with id '6'.
"29/09/20, 14:26",73,anonfirstname71 anonlastname71,anonfirstname71 anonlastname71,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt started,The user with id '73' has started the attempt with id '61' for the quiz with course module id '106'.
"29/09/20, 14:26",73,anonfirstname71 anonlastname71,anonfirstname71 anonlastname71,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt viewed,The user with id '73' has viewed the attempt with id '61' belonging to the user with id '73' for the quiz with course module id '106'.
"29/09/20, 14:26",73,anonfirstname71 anonlastname71,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '73' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 14:25",73,anonfirstname71 anonlastname71,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '73' viewed the course with id '6'.
"29/09/20, 12:39",14,anonfirstname12 anonlastname12,-,File: Lecture slides for Week 2 (powerpoint presentation),File,Course module viewed,The user with id '14' viewed the 'resource' activity with course module id '121'.
"29/09/20, 12:23",14,anonfirstname12 anonlastname12,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '14' viewed the 'feedback' activity with course module id '107'.
"29/09/20, 12:23",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"29/09/20, 12:23",14,anonfirstname12 anonlastname12,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz report viewed,The user with id '14' viewed the report 'overview' for the quiz with course module id '106'.
"29/09/20, 12:23",14,anonfirstname12 anonlastname12,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '14' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 12:23",14,anonfirstname12 anonlastname12,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '14' viewed the course with id '6'.
"29/09/20, 10:08",50,anonfirstname48 anonlastname48,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '50' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 10:07",50,anonfirstname48 anonlastname48,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '50' viewed the course with id '6'.
"29/09/20, 09:56",23,anonfirstname21 anonlastname21,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '23' viewed the 'url' activity with course module id '103'.
"29/09/20, 09:55",23,anonfirstname21 anonlastname21,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '23' viewed the course with id '6'.
"29/09/20, 09:55",23,anonfirstname21 anonlastname21,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '23' viewed the 'quiz' activity with course module id '106'.
"29/09/20, 09:55",23,anonfirstname21 anonlastname21,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '23' viewed the course with id '6'.
"29/09/20, 09:42",10,anonfirstname8 anonlastname8,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '10' viewed the course with id '6'.
"29/09/20, 01:40",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"29/09/20, 01:39",68,anonfirstname66 anonlastname66,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '68' viewed the 'feedback' activity with course module id '107'.
"29/09/20, 01:37",68,anonfirstname66 anonlastname66,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '68' viewed the 'resource' activity with course module id '104'.
"29/09/20, 01:37",68,anonfirstname66 anonlastname66,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '105'.
"29/09/20, 01:37",68,anonfirstname66 anonlastname66,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '68' viewed the 'url' activity with course module id '103'.
"29/09/20, 01:35",68,anonfirstname66 anonlastname66,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '68' viewed the course with id '6'.
"28/09/20, 23:35",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,Quiz,Course module instance list viewed,The user with id '65' viewed the instance list for the module 'quiz' in the course with id '6'.
"28/09/20, 23:35",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"28/09/20, 22:58",75,anonfirstname73 anonlastname73,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '75' viewed the course with id '6'.
"28/09/20, 22:58",75,anonfirstname73 anonlastname73,-,Forum: Announcements,Forum,Discussion viewed,The user with id '75' has viewed the discussion with id '24' in the forum with course module id '97'.
"28/09/20, 22:58",75,anonfirstname73 anonlastname73,-,Forum: Announcements,Forum,Course module viewed,The user with id '75' viewed the 'forum' activity with course module id '97'.
"28/09/20, 22:58",75,anonfirstname73 anonlastname73,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '75' viewed the course with id '6'.
"28/09/20, 21:36",65,anonfirstname63 anonlastname63,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '65' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 21:34",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '65' has had their attempt with id '53' reviewed by the user with id '65' for the quiz with course module id '106'.
"28/09/20, 21:34",65,anonfirstname63 anonlastname63,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '65' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 21:34",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt submitted,The user with id '65' has submitted the attempt with id '53' for the quiz with course module id '106'.
"28/09/20, 21:34",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '65' has had their attempt with id '53' reviewed by the user with id '65' for the quiz with course module id '106'.
"28/09/20, 21:34",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt summary viewed,The user with id '65' has viewed the summary for the attempt with id '53' belonging to the user with id '65' for the quiz with course module id '106'.
"28/09/20, 21:33",62,anonfirstname60 anonlastname60,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '62' viewed the course with id '6'.
"28/09/20, 21:33",62,anonfirstname60 anonlastname60,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '62' viewed the 'url' activity with course module id '105'.
"28/09/20, 21:33",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt submitted,The user with id '62' has submitted the attempt with id '50' for the quiz with course module id '106'.
"28/09/20, 21:33",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '62' has had their attempt with id '50' reviewed by the user with id '62' for the quiz with course module id '106'.
"28/09/20, 21:33",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt summary viewed,The user with id '62' has viewed the summary for the attempt with id '50' belonging to the user with id '62' for the quiz with course module id '106'.
"28/09/20, 21:26",62,anonfirstname60 anonlastname60,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '62' viewed the 'url' activity with course module id '105'.
"28/09/20, 21:18",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt viewed,The user with id '62' has viewed the attempt with id '50' belonging to the user with id '62' for the quiz with course module id '106'.
"28/09/20, 21:18",62,anonfirstname60 anonlastname60,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '62' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 21:18",62,anonfirstname60 anonlastname60,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '62' viewed the course with id '6'.
"28/09/20, 21:17",62,anonfirstname60 anonlastname60,anonfirstname60 anonlastname60,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt viewed,The user with id '62' has viewed the attempt with id '50' belonging to the user with id '62' for the quiz with course module id '106'.
"28/09/20, 21:17",62,anonfirstname60 anonlastname60,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '62' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 21:17",62,anonfirstname60 anonlastname60,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '62' viewed the course with id '6'.
"28/09/20, 21:13",74,anonfirstname72 anonlastname72,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '74' viewed the course with id '6'.
"28/09/20, 21:09",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt started,The user with id '65' has started the attempt with id '53' for the quiz with course module id '106'.
"28/09/20, 21:09",65,anonfirstname63 anonlastname63,anonfirstname63 anonlastname63,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt viewed,The user with id '65' has viewed the attempt with id '53' belonging to the user with id '65' for the quiz with course module id '106'.
"28/09/20, 21:08",65,anonfirstname63 anonlastname63,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '65' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '74' viewed the 'url' activity with course module id '103'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '74' viewed the course with id '6'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Forum: Announcements,Forum,Discussion viewed,The user with id '74' has viewed the discussion with id '24' in the forum with course module id '97'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Forum: Announcements,Forum,Discussion viewed,The user with id '74' has viewed the discussion with id '25' in the forum with course module id '97'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Forum: Announcements,Forum,Course module viewed,The user with id '74' viewed the 'forum' activity with course module id '97'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '74' viewed the course with id '6'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '74' viewed the 'feedback' activity with course module id '107'.
"28/09/20, 21:03",74,anonfirstname72 anonlastname72,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '74' viewed the course with id '6'.
"28/09/20, 21:02",74,anonfirstname72 anonlastname72,anonfirstname72 anonlastname72,Feedback: Consent Form for Data Use,Feedback,Response submitted,The user with id '74' submitted response for 'feedback' activity with course module id '107'.
"28/09/20, 21:02",74,anonfirstname72 anonlastname72,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '74' viewed the 'feedback' activity with course module id '107'.
"28/09/20, 21:02",74,anonfirstname72 anonlastname72,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '74' viewed the course with id '6'.
"28/09/20, 21:01",74,anonfirstname72 anonlastname72,-,Feedback: Consent Form for Data Use,Feedback,Course module viewed,The user with id '74' viewed the 'feedback' activity with course module id '107'.
"28/09/20, 21:01",74,anonfirstname72 anonlastname72,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '74' viewed the course with id '6'.
"28/09/20, 21:01",74,anonfirstname72 anonlastname72,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '74' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 21:01",74,anonfirstname72 anonlastname72,anonfirstname72 anonlastname72,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt reviewed,The user with id '74' has had their attempt with id '62' reviewed by the user with id '74' for the quiz with course module id '106'.
"28/09/20, 21:01",74,anonfirstname72 anonlastname72,anonfirstname72 anonlastname72,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt submitted,The user with id '74' has submitted the attempt with id '62' for the quiz with course module id '106'.
"28/09/20, 21:01",74,anonfirstname72 anonlastname72,anonfirstname72 anonlastname72,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt summary viewed,The user with id '74' has viewed the summary for the attempt with id '62' belonging to the user with id '74' for the quiz with course module id '106'.
"28/09/20, 21:00",61,anonfirstname59 anonlastname59,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '61' viewed the 'url' activity with course module id '105'.
"28/09/20, 20:59",61,anonfirstname59 anonlastname59,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '61' viewed the 'url' activity with course module id '103'.
"28/09/20, 20:59",61,anonfirstname59 anonlastname59,-,File: Handbook of Learning Analytics: Section 1 - Introduction,File,Course module viewed,The user with id '61' viewed the 'resource' activity with course module id '104'.
"28/09/20, 20:58",61,anonfirstname59 anonlastname59,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '61' viewed the course with id '6'.
"28/09/20, 20:56",56,anonfirstname54 anonlastname54,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '56' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 20:55",56,anonfirstname54 anonlastname54,-,Course: Introduction to Learning Analytics 2020/2021,Quiz,Course module instance list viewed,The user with id '56' viewed the instance list for the module 'quiz' in the course with id '6'.
"28/09/20, 20:55",56,anonfirstname54 anonlastname54,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '56' viewed the course with id '6'.
"28/09/20, 20:55",56,anonfirstname54 anonlastname54,-,Forum: Announcements,Forum,Discussion viewed,The user with id '56' has viewed the discussion with id '24' in the forum with course module id '97'.
"28/09/20, 20:55",56,anonfirstname54 anonlastname54,-,Forum: Announcements,Forum,Course module viewed,The user with id '56' viewed the 'forum' activity with course module id '97'.
"28/09/20, 20:55",56,anonfirstname54 anonlastname54,-,Forum: Announcements,Forum,Discussion viewed,The user with id '56' has viewed the discussion with id '25' in the forum with course module id '97'.
"28/09/20, 20:55",56,anonfirstname54 anonlastname54,-,Forum: Announcements,Forum,Course module viewed,The user with id '56' viewed the 'forum' activity with course module id '97'.
"28/09/20, 20:54",56,anonfirstname54 anonlastname54,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '56' viewed the course with id '6'.
"28/09/20, 20:53",74,anonfirstname72 anonlastname72,anonfirstname72 anonlastname72,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt started,The user with id '74' has started the attempt with id '62' for the quiz with course module id '106'.
"28/09/20, 20:53",74,anonfirstname72 anonlastname72,anonfirstname72 anonlastname72,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Quiz attempt viewed,The user with id '74' has viewed the attempt with id '62' belonging to the user with id '74' for the quiz with course module id '106'.
"28/09/20, 20:53",74,anonfirstname72 anonlastname72,-,Quiz: Super-Short Quiz for Week 1 (0.125 out of 2 bonus points),Quiz,Course module viewed,The user with id '74' viewed the 'quiz' activity with course module id '106'.
"28/09/20, 19:43",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"28/09/20, 19:35",65,anonfirstname63 anonlastname63,-,URL: Simon Buckingham Shum's Keynote on Learning Analytics (video),URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '105'.
"28/09/20, 19:09",65,anonfirstname63 anonlastname63,-,URL: Week 1: Introductory lecture for the course (video),URL,Course module viewed,The user with id '65' viewed the 'url' activity with course module id '103'.
"28/09/20, 19:09",65,anonfirstname63 anonlastname63,-,Course: Introduction to Learning Analytics 2020/2021,System,Course viewed,The user with id '65' viewed the course with id '6'.
"28/09/20, 19:03",72,anonfirstname70 anonlastname70,-,URL: Syllabus info SVHI.06.016 (20/21 A block mode),URL,Course module viewed,The user with id '72' viewed the 'url' activity with course module id '100'.
"28/09/20, 19:03",72,anonfirstname70 anonlastname70,-,Forum: Announcements,Forum,Course module viewed,The user with id '72' viewed the 'forum' activity with course module id '97'.
